datetime_aq,PM25,PM10,NO2,SO2,CO,O3
2022-01-26 02:00:00+07:00,30.0,,11.0,1.0,0.82,20.0
2022-01-26 03:00:00+07:00,30.0,,7.5,1.0,0.8,20.0
2022-01-26 04:00:00+07:00,30.0,,5.0,1.0,0.74,21.0
2022-01-26 05:00:00+07:00,29.0,,11.0,1.0,0.69,20.0
2022-01-26 06:00:00+07:00,29.0,,15.0,1.0,0.67,18.0
2022-01-26 07:00:00+07:00,29.0,,15.0,1.0,0.68,16.0
2022-01-26 08:00:00+07:00,29.0,,19.0,1.0,0.7,13.0
2022-01-26 09:00:00+07:00,29.0,,17.0,1.0,0.72,11.0
2022-01-26 10:00:00+07:00,29.0,,14.0,1.0,0.74,12.0
2022-01-26 11:00:00+07:00,29.0,,5.0,1.0,0.75,13.0
2022-01-26 12:00:00+07:00,30.0,,8.0,1.0,0.78,14.0
2022-01-26 13:00:00+07:00,45.75,,7.0,1.0,0.79,17.0
2022-01-26 14:00:00+07:00,45.75,,8.0,1.0,0.8,19.0
2022-01-26 15:00:00+07:00,30.0,,9.0,1.0,0.79,22.0
2022-01-26 16:00:00+07:00,29.0,,7.0,1.0,0.76,24.0
2022-01-26 17:00:00+07:00,27.0,,12.0,1.0,0.73,26.0
2022-01-26 18:00:00+07:00,27.0,,24.0,1.0,0.72,27.0
2022-01-26 19:00:00+07:00,26.0,,17.0,1.0,0.73,27.0
2022-01-26 20:00:00+07:00,26.0,,31.0,1.0,0.74,25.0
2022-01-26 21:00:00+07:00,26.0,,33.0,2.0,0.79,24.0
2022-01-26 22:00:00+07:00,26.0,,28.0,1.0,0.81,22.0
2022-01-26 23:00:00+07:00,26.0,,18.0,1.0,0.82,21.0
2022-01-27 00:00:00+07:00,26.0,,13.0,1.0,0.83,20.0
2022-01-27 01:00:00+07:00,26.0,,9.0,1.0,0.84,20.0
2022-01-27 02:00:00+07:00,26.0,,8.0,1.0,0.84,19.0
2022-01-27 03:00:00+07:00,25.0,,6.0,1.0,0.82,21.0
2022-01-27 04:00:00+07:00,25.0,,11.0,1.0,0.78,21.0
2022-01-27 05:00:00+07:00,25.0,,11.0,1.0,0.78,21.0
2022-01-27 06:00:00+07:00,26.0,,13.0,1.0,0.72,19.0
2022-01-27 07:00:00+07:00,26.0,,12.0,1.0,0.74,17.0
2022-01-27 08:00:00+07:00,26.0,,10.0,1.0,0.78,15.0
2022-01-27 09:00:00+07:00,26.0,,9.0,1.0,0.82,13.0
