,datetime,set_no
464,2021-12-02 03:00:00+07:00,19
465,2021-12-02 06:00:00+07:00,19
466,2021-12-02 09:00:00+07:00,19
467,2021-12-02 12:00:00+07:00,19
468,2021-12-02 15:00:00+07:00,19
469,2021-12-02 18:00:00+07:00,19
470,2021-12-02 21:00:00+07:00,19
471,2021-12-03 00:00:00+07:00,19
472,2021-12-03 03:00:00+07:00,19
473,2021-12-03 06:00:00+07:00,19
474,2021-12-03 09:00:00+07:00,19
475,2021-12-03 12:00:00+07:00,19
476,2021-12-03 15:00:00+07:00,19
477,2021-12-03 18:00:00+07:00,19
478,2021-12-03 21:00:00+07:00,19
479,2021-12-04 00:00:00+07:00,19
480,2021-06-06 03:00:00+07:00,20
481,2021-06-06 06:00:00+07:00,20
482,2021-06-06 09:00:00+07:00,20
483,2021-06-06 12:00:00+07:00,20
484,2021-06-06 15:00:00+07:00,20
485,2021-06-06 18:00:00+07:00,20
486,2021-06-06 21:00:00+07:00,20
487,2021-06-07 00:00:00+07:00,20
488,2021-06-07 03:00:00+07:00,20
489,2021-06-07 06:00:00+07:00,20
490,2021-06-07 09:00:00+07:00,20
491,2021-06-07 12:00:00+07:00,20
492,2021-06-07 15:00:00+07:00,20
493,2021-06-07 18:00:00+07:00,20
494,2021-06-07 21:00:00+07:00,20
495,2021-06-08 00:00:00+07:00,20
496,2021-06-08 03:00:00+07:00,20
497,2021-06-08 06:00:00+07:00,20
498,2021-06-08 09:00:00+07:00,20
499,2021-06-08 12:00:00+07:00,20
500,2021-06-08 15:00:00+07:00,20
501,2021-06-08 18:00:00+07:00,20
502,2021-06-08 21:00:00+07:00,20
503,2021-06-09 00:00:00+07:00,20
504,2021-10-09 03:00:00+07:00,21
505,2021-10-09 06:00:00+07:00,21
506,2021-10-09 09:00:00+07:00,21
507,2021-10-09 12:00:00+07:00,21
508,2021-10-09 15:00:00+07:00,21
509,2021-10-09 18:00:00+07:00,21
510,2021-10-09 21:00:00+07:00,21
511,2021-10-10 00:00:00+07:00,21
512,2021-10-10 03:00:00+07:00,21
513,2021-10-10 06:00:00+07:00,21
514,2021-10-10 09:00:00+07:00,21
515,2021-10-10 12:00:00+07:00,21
516,2021-10-10 15:00:00+07:00,21
517,2021-10-10 18:00:00+07:00,21
518,2021-10-10 21:00:00+07:00,21
519,2021-10-11 00:00:00+07:00,21
520,2021-10-11 03:00:00+07:00,21
521,2021-10-11 06:00:00+07:00,21
522,2021-10-11 09:00:00+07:00,21
523,2021-10-11 12:00:00+07:00,21
524,2021-10-11 15:00:00+07:00,21
525,2021-10-11 18:00:00+07:00,21
526,2021-10-11 21:00:00+07:00,21
527,2021-10-12 00:00:00+07:00,21
528,2021-06-07 03:00:00+07:00,22
529,2021-06-07 06:00:00+07:00,22
530,2021-06-07 09:00:00+07:00,22
531,2021-06-07 12:00:00+07:00,22
532,2021-06-07 15:00:00+07:00,22
533,2021-06-07 18:00:00+07:00,22
534,2021-06-07 21:00:00+07:00,22
535,2021-06-08 00:00:00+07:00,22
536,2021-06-08 03:00:00+07:00,22
537,2021-06-08 06:00:00+07:00,22
538,2021-06-08 09:00:00+07:00,22
539,2021-06-08 12:00:00+07:00,22
540,2021-06-08 15:00:00+07:00,22
541,2021-06-08 18:00:00+07:00,22
542,2021-06-08 21:00:00+07:00,22
543,2021-06-09 00:00:00+07:00,22
544,2021-06-09 03:00:00+07:00,22
545,2021-06-09 06:00:00+07:00,22
546,2021-06-09 09:00:00+07:00,22
547,2021-06-09 12:00:00+07:00,22
548,2021-06-09 15:00:00+07:00,22
549,2021-06-09 18:00:00+07:00,22
550,2021-06-09 21:00:00+07:00,22
551,2021-06-10 00:00:00+07:00,22
552,2021-02-06 03:00:00+07:00,23
553,2021-02-06 06:00:00+07:00,23
554,2021-02-06 09:00:00+07:00,23
555,2021-02-06 12:00:00+07:00,23
556,2021-02-06 15:00:00+07:00,23
557,2021-02-06 18:00:00+07:00,23
558,2021-02-06 21:00:00+07:00,23
559,2021-02-07 00:00:00+07:00,23
560,2021-02-07 03:00:00+07:00,23
561,2021-02-07 06:00:00+07:00,23
562,2021-02-07 09:00:00+07:00,23
563,2021-02-07 12:00:00+07:00,23
564,2021-02-07 15:00:00+07:00,23
565,2021-02-07 18:00:00+07:00,23
566,2021-02-07 21:00:00+07:00,23
567,2021-02-08 00:00:00+07:00,23
568,2021-02-08 03:00:00+07:00,23
569,2021-02-08 06:00:00+07:00,23
570,2021-02-08 09:00:00+07:00,23
571,2021-02-08 12:00:00+07:00,23
572,2021-02-08 15:00:00+07:00,23
573,2021-02-08 18:00:00+07:00,23
574,2021-02-08 21:00:00+07:00,23
575,2021-02-09 00:00:00+07:00,23
576,2021-06-18 03:00:00+07:00,24
577,2021-06-18 06:00:00+07:00,24
578,2021-06-18 09:00:00+07:00,24
579,2021-06-18 12:00:00+07:00,24
580,2021-06-18 15:00:00+07:00,24
581,2021-06-18 18:00:00+07:00,24
582,2021-06-18 21:00:00+07:00,24
583,2021-06-19 00:00:00+07:00,24
584,2021-06-19 03:00:00+07:00,24
585,2021-06-19 06:00:00+07:00,24
586,2021-06-19 09:00:00+07:00,24
587,2021-06-19 12:00:00+07:00,24
588,2021-06-19 15:00:00+07:00,24
589,2021-06-19 18:00:00+07:00,24
590,2021-06-19 21:00:00+07:00,24
591,2021-06-20 00:00:00+07:00,24
592,2021-06-20 03:00:00+07:00,24
593,2021-06-20 06:00:00+07:00,24
594,2021-06-20 09:00:00+07:00,24
595,2021-06-20 12:00:00+07:00,24
596,2021-06-20 15:00:00+07:00,24
597,2021-06-20 18:00:00+07:00,24
598,2021-06-20 21:00:00+07:00,24
599,2021-06-21 00:00:00+07:00,24
600,2021-03-13 03:00:00+07:00,25
601,2021-03-13 06:00:00+07:00,25
602,2021-03-13 09:00:00+07:00,25
603,2021-03-13 12:00:00+07:00,25
604,2021-03-13 15:00:00+07:00,25
605,2021-03-13 18:00:00+07:00,25
606,2021-03-13 21:00:00+07:00,25
607,2021-03-14 00:00:00+07:00,25
608,2021-03-14 03:00:00+07:00,25
609,2021-03-14 06:00:00+07:00,25
610,2021-03-14 09:00:00+07:00,25
611,2021-03-14 12:00:00+07:00,25
612,2021-03-14 15:00:00+07:00,25
613,2021-03-14 18:00:00+07:00,25
614,2021-03-14 21:00:00+07:00,25
615,2021-03-15 00:00:00+07:00,25
616,2021-03-15 03:00:00+07:00,25
617,2021-03-15 06:00:00+07:00,25
618,2021-03-15 09:00:00+07:00,25
619,2021-03-15 12:00:00+07:00,25
620,2021-03-15 15:00:00+07:00,25
621,2021-03-15 18:00:00+07:00,25
622,2021-03-15 21:00:00+07:00,25
623,2021-03-16 00:00:00+07:00,25
624,2021-09-23 03:00:00+07:00,26
625,2021-09-23 06:00:00+07:00,26
626,2021-09-23 09:00:00+07:00,26
627,2021-09-23 12:00:00+07:00,26
628,2021-09-23 15:00:00+07:00,26
629,2021-09-23 18:00:00+07:00,26
630,2021-09-23 21:00:00+07:00,26
631,2021-09-24 00:00:00+07:00,26
632,2021-09-24 03:00:00+07:00,26
633,2021-09-24 06:00:00+07:00,26
634,2021-09-24 09:00:00+07:00,26
635,2021-09-24 12:00:00+07:00,26
636,2021-09-24 15:00:00+07:00,26
637,2021-09-24 18:00:00+07:00,26
638,2021-09-24 21:00:00+07:00,26
639,2021-09-25 00:00:00+07:00,26
640,2021-09-25 03:00:00+07:00,26
641,2021-09-25 06:00:00+07:00,26
642,2021-09-25 09:00:00+07:00,26
643,2021-09-25 12:00:00+07:00,26
644,2021-09-25 15:00:00+07:00,26
645,2021-09-25 18:00:00+07:00,26
646,2021-09-25 21:00:00+07:00,26
647,2021-09-26 00:00:00+07:00,26
648,2021-05-25 03:00:00+07:00,27
649,2021-05-25 06:00:00+07:00,27
650,2021-05-25 09:00:00+07:00,27
651,2021-05-25 12:00:00+07:00,27
652,2021-05-25 15:00:00+07:00,27
653,2021-05-25 18:00:00+07:00,27
654,2021-05-25 21:00:00+07:00,27
655,2021-05-26 00:00:00+07:00,27
656,2021-05-26 03:00:00+07:00,27
657,2021-05-26 06:00:00+07:00,27
658,2021-05-26 09:00:00+07:00,27
659,2021-05-26 12:00:00+07:00,27
660,2021-05-26 15:00:00+07:00,27
661,2021-05-26 18:00:00+07:00,27
662,2021-05-26 21:00:00+07:00,27
663,2021-05-27 00:00:00+07:00,27
664,2021-05-27 03:00:00+07:00,27
